,Date,Close,Volume, RSI,RSI Condition,MACD Condition,EMA Condition,Close-EMA200 Price Diff,BB Condition, ATR,Trend,Forecasted,Slope,Acceleration,Price Relative Close-EMA200 Price Diff,Price Relative ATR,future_price1,future_price3,future_price5,future_price10,future_price15,future_price30,future_price1 P/L,future_price1 % P/L,future_price3 P/L,future_price3 % P/L,future_price5 P/L,future_price5 % P/L,future_price10 P/L,future_price10 % P/L,future_price15 P/L,future_price15 % P/L,future_price30 P/L,future_price30 % P/L
199,2018-04-18,0.260341,181118000.0,67.15551111814707,0.0,0,0,-0.015083884999999853,-1,0.022169160888702865,-1,0.26296858241758225,0.009635782417582398,0.0009024710638811726,-0.05793895314222444,8.51543202519114,0.272358,0.29058,0.288473,0.357874,0.369709,0.245544,0.012017,0.046158691869509605,0.030239000000000016,0.11615150898245001,0.02813199999999999,0.10805827741308512,0.09753300000000004,0.37463557411241427,0.10936800000000002,0.42009518285633085,-0.014796999999999977,-0.056836994557138434
200,2018-04-19,0.272358,240910000.0,69.248718917642,0.0,0,0,-0.003036368731343164,-1,0.021549577968081234,-1,0.27892492307692296,0.010586151648351638,0.0009857639415529508,-0.011148447012179426,7.912225074380497,0.301247,0.285535,0.312875,0.365057,0.360182,0.243271,0.028888999999999998,0.10606995204840687,0.013176999999999994,0.048381174777315135,0.040517000000000025,0.1487637594636472,0.09269900000000003,0.340357176950925,0.08782400000000001,0.32245794138597,-0.029087000000000002,-0.10679693638519891
201,2018-04-20,0.301247,349348992.0,73.60393886861677,-1.0,0,1,0.025595391156530922,-1,0.022292036684646858,1,0.29830326373626365,0.011676635164835152,0.001054268982007002,0.08496480016906699,7.399919894520729,0.29058,0.288473,0.271654,0.343318,0.366338,0.256136,-0.010666999999999982,-0.03540948125624482,-0.012774000000000008,-0.042403741780001156,-0.02959299999999998,-0.09823500317015599,0.042071000000000025,0.13965616255099644,0.06509100000000001,0.21607186129654407,-0.04511100000000001,-0.14974754935318862
202,2018-04-21,0.29058,294632992.0,69.67976683510615,0.0,0,1,0.014779849950993296,0,0.023190319778600654,1,0.3102283956043955,0.011916309890109885,0.001090927284144426,0.05086327328444248,7.980700591438039,0.285535,0.312875,0.294295,0.358693,0.350021,0.24884,-0.005045000000000022,-0.017361828068002003,0.02229500000000001,0.07672585862757247,0.0037149999999999683,0.012784775277032033,0.06811299999999998,0.2344036065799435,0.05944100000000002,0.20455984582559028,-0.04174,-0.14364374698878105
203,2018-04-22,0.285535,160968000.0,67.83763280245618,0.0,0,1,0.0096379857723764,0,0.022684868365843464,1,0.31741014285714275,0.011645914285714272,0.0010912490761985257,0.03375413092047,7.944689220531095,0.288473,0.271654,0.288489,0.37242,0.335176,0.224408,0.002937999999999996,0.010289456634037845,-0.013880999999999977,-0.04861400528831834,0.002954000000000012,0.010345491796102098,0.08688499999999999,0.3042884409967254,0.04964099999999999,0.17385259250179486,-0.06112699999999999,-0.21407883446862902
204,2018-04-23,0.288473,127213000.0,68.36219404524422,0.0,0,1,0.012450851585586564,0,0.021497734911140366,1,0.32056652747252734,0.010777556043956034,0.0010258690592923553,0.04316123722354108,7.452251999715871,0.312875,0.294295,0.357874,0.369709,0.328352,0.202873,0.024402000000000035,0.08459023894783926,0.005821999999999994,0.02018213142997783,0.06940100000000005,0.2405805742651827,0.08123600000000003,0.28160694415075255,0.039879,0.1382417071961674,-0.08559999999999998,-0.29673487640091095
205,2018-04-24,0.312875,369016992.0,72.39003541252752,-1.0,0,1,0.03648615654493398,0,0.022202753846058913,1,0.32680210989011,0.01011822417582419,0.0008974492114478931,0.1166157620293535,7.096365592028418,0.271654,0.288489,0.365057,0.360182,0.323593,0.208989,-0.04122100000000001,-0.13174910107870558,-0.02438600000000002,-0.07794166999600485,0.052182000000000006,0.16678226128645626,0.04730699999999999,0.1512009588493807,0.010718000000000005,0.034256492209348795,-0.103886,-0.33203675589292847
206,2018-04-25,0.271654,351596000.0,58.77709606905604,0.0,0,0,-0.004687730584866379,0,0.024024771428483277,-1,0.31780232967032973,0.00791230109890111,0.000679703504407681,-0.017256254591746775,8.843886498444078,0.294295,0.357874,0.343318,0.366338,0.297089,0.200655,0.022640999999999967,0.08334499031856688,0.08622000000000002,0.31738903163583093,0.071664,0.26380616519543243,0.09468399999999999,0.3485463125888078,0.025434999999999985,0.09363013244789321,-0.070999,-0.2613581982963623
207,2018-04-26,0.294295,220715008.0,62.90346650901769,0.0,0,1,0.017774629918465568,0,0.024816359183591614,1,0.3199130439560437,0.007412186813186783,0.00046184569013404226,0.060397322137534,8.432477338585983,0.288489,0.365057,0.358693,0.350021,0.260127,0.196567,-0.005805999999999978,-0.019728503712261432,0.07076200000000005,0.24044581117586114,0.06439800000000001,0.21882125078577624,0.05572600000000005,0.18935421940569855,-0.034167999999999976,-0.11610119098183788,-0.09772799999999998,-0.33207495879984367
208,2018-04-27,0.288489,197183008.0,61.211359718209046,0.0,0,1,0.011849539073505722,0,0.024449690670477926,1,0.3156022417582416,0.005999727472527451,0.0002060941045767424,0.0410744918298643,8.475085937584423,0.357874,0.343318,0.37242,0.335176,0.270932,0.193557,0.06938500000000003,0.2405117699461679,0.05482900000000002,0.19005577335704313,0.08393099999999998,0.2909331031685783,0.04668699999999998,0.1618328601783776,-0.01755699999999999,-0.06085847294004274,-0.09493199999999999,-0.32906627289082074
