Time,price,volume
2021-10-22 04:00:00 UTC,63130.5018446655,40973777.5476508
2021-10-22 05:00:00 UTC,63008.2009280098,33910885.1236702
2021-10-22 06:00:00 UTC,62866.78865237,31246113.2292597
2021-10-22 07:00:00 UTC,63092.3185023985,135093292.531094
2021-10-22 08:00:00 UTC,63510.8253983,54957693.5329416
2021-10-22 09:00:00 UTC,63490.1645124095,40466873.221776
2021-10-22 10:00:00 UTC,63187.2585677444,21986506.1650467
2021-10-22 11:00:00 UTC,63400.6069390901,36866235.3699791
2021-10-22 12:00:00 UTC,63476.7036181259,53592049.5243582
2021-10-22 13:00:00 UTC,63145.7009337958,111552036.109192
2021-10-22 14:00:00 UTC,61758.7924862992,262701373.85615
2021-10-22 15:00:00 UTC,61050.7900051692,226615256.405068
2021-10-22 16:00:00 UTC,60814.3353345948,219071564.264759
2021-10-22 17:00:00 UTC,60875.1213800389,85653948.6241891
2021-10-22 18:00:00 UTC,60627.4246846199,75326859.5507745
2021-10-22 19:00:00 UTC,60681.4482310521,90352634.2910982
2021-10-22 20:00:00 UTC,60983.3804835097,52676532.7664012
2021-10-22 21:00:00 UTC,60613.1866103076,54384600.3904605
2021-10-22 22:00:00 UTC,60603.6321930628,35016944.8813104
2021-10-22 23:00:00 UTC,60801.0793755171,26872765.4076137
2021-10-23 00:00:00 UTC,60820.965151864,45969498.9375519
2021-10-23 01:00:00 UTC,61074.0930564118,23834160.227919
2021-10-23 02:00:00 UTC,61119.362673958,28825422.3465715
2021-10-23 03:00:00 UTC,61174.6059128885,18765757.808864
2021-10-23 04:00:00 UTC,61362.6099240089,36790992.1699584
2021-10-23 05:00:00 UTC,61045.610870541,19909207.7903916
2021-10-23 06:00:00 UTC,60962.5819686479,15991781.1476676
2021-10-23 07:00:00 UTC,60916.1370837411,18690330.1009476
2021-10-23 08:00:00 UTC,61053.0661371252,11989349.1986637
2021-10-23 09:00:00 UTC,60684.1628704091,31643453.1145036
2021-10-23 10:00:00 UTC,60484.1381995826,28305645.9282193
2021-10-23 11:00:00 UTC,60792.7989755696,125495377.450776
2021-10-23 12:00:00 UTC,61601.1386946136,33854367.7500008
2021-10-23 13:00:00 UTC,61458.4980646242,25182971.1765344
2021-10-23 14:00:00 UTC,61232.9497321166,34803492.838208
2021-10-23 15:00:00 UTC,61247.3178439147,42669790.7280653
2021-10-23 16:00:00 UTC,61319.4784272244,37553060.1926253
2021-10-23 17:00:00 UTC,61155.3658475956,27043420.6623233
2021-10-23 18:00:00 UTC,61312.5338017158,23710820.0776299
2021-10-23 19:00:00 UTC,61092.3303540704,22088023.5206395
2021-10-23 20:00:00 UTC,61010.4094590307,22337596.9966578
2021-10-23 21:00:00 UTC,61152.7565773428,27152821.5303944
2021-10-23 22:00:00 UTC,61212.6792463919,34149160.5026255
2021-10-23 23:00:00 UTC,61210.9315995708,23230510.7204828
2021-10-24 00:00:00 UTC,61312.9379332071,27704451.4726264
2021-10-24 01:00:00 UTC,61075.5595407532,20841454.1918937
2021-10-24 02:00:00 UTC,61072.4274715449,21059197.8846665
2021-10-24 03:00:00 UTC,61241.2748557066,14702605.5826021
2021-10-24 04:00:00 UTC,61055.8359278654,15940341.8563476
2021-10-24 05:00:00 UTC,61028.189720575,11300715.2149059
2021-10-24 06:00:00 UTC,60931.4142343534,22943762.3679718
2021-10-24 07:00:00 UTC,60788.6744492343,23490115.7292386
2021-10-24 08:00:00 UTC,60622.002455602,26835038.3266671
2021-10-24 09:00:00 UTC,61002.1581441763,34670991.9607412
2021-10-24 10:00:00 UTC,60947.0106850169,12498321.6224439
2021-10-24 11:00:00 UTC,60553.3658696872,48195448.9823389
2021-10-24 12:00:00 UTC,61501.3903162379,99232649.4565773
2021-10-24 13:00:00 UTC,60600.4842158576,33013053.2110473
2021-10-24 14:00:00 UTC,60364.8191038617,42585328.8173521
2021-10-24 15:00:00 UTC,60039.6616357291,99437889.7579437
2021-10-24 16:00:00 UTC,59994.1518846205,76170908.33022
2021-10-24 17:00:00 UTC,60397.1375024388,41988026.7273637
2021-10-24 18:00:00 UTC,60033.0425952241,61205103.4204211
2021-10-24 19:00:00 UTC,60453.4583718005,45442036.8139862
2021-10-24 20:00:00 UTC,60886.2960297709,46580359.6877439
2021-10-24 21:00:00 UTC,61115.8322230306,42322118.6363623
2021-10-24 22:00:00 UTC,61002.4122427758,20980280.4869818
2021-10-24 23:00:00 UTC,60912.8359638634,19130448.3009521
2021-10-25 00:00:00 UTC,61271.5727134,66082834.1982802
2021-10-25 01:00:00 UTC,61937.7823954858,53873185.2260258
2021-10-25 02:00:00 UTC,61789.9197163241,28025599.4701363
2021-10-25 03:00:00 UTC,62060.4890162781,42314921.414252
2021-10-25 04:00:00 UTC,62026.33690014,24076955.3490395
2021-10-25 05:00:00 UTC,62013.2160158372,23883383.2161868
2021-10-25 06:00:00 UTC,61969.250528227,12963146.6324843
2021-10-25 07:00:00 UTC,62532.5910973451,70272704.9957677
2021-10-25 08:00:00 UTC,62861.852994024,35129133.3435011
2021-10-25 09:00:00 UTC,62828.9906023191,26557551.9563224
2021-10-25 10:00:00 UTC,62726.4035128835,32429960.3274356
2021-10-25 11:00:00 UTC,62979.77051386,55435138.226572
2021-10-25 12:00:00 UTC,62894.1261698368,37093866.0572156
2021-10-25 13:00:00 UTC,63070.0896762258,102255134.107632
2021-10-25 14:00:00 UTC,63192.4397040141,93371903.0171463
2021-10-25 15:00:00 UTC,63450.5003395438,107106481.870544
2021-10-25 16:00:00 UTC,63607.2637158433,54131615.9807126
2021-10-25 17:00:00 UTC,63220.1774471971,95719380.9929553
2021-10-25 18:00:00 UTC,63002.4864789987,71064784.9715887
2021-10-25 19:00:00 UTC,62940.7766003804,55991525.4322115
2021-10-25 20:00:00 UTC,63627.0680532126,46332352.1735197
2021-10-25 21:00:00 UTC,62938.8464672182,59582738.7381633
2021-10-25 22:00:00 UTC,62891.4482204445,30516470.6799853
2021-10-25 23:00:00 UTC,63080.5735103912,23271898.0163474
2021-10-26 00:00:00 UTC,63098.0568538973,38933231.6033919
2021-10-26 01:00:00 UTC,62921.9096744193,25404272.7410651
2021-10-26 02:00:00 UTC,62806.3406095679,30360014.955861
2021-10-26 03:00:00 UTC,62752.5367983337,24790570.9836635
2021-10-26 04:00:00 UTC,62524.1094339866,50495695.4545064
2021-10-26 05:00:00 UTC,62516.077751251,20483308.1774168
2021-10-26 06:00:00 UTC,62436.9245911461,20566401.6549317
2021-10-26 07:00:00 UTC,62388.7907950591,15673911.1405728
2021-10-26 08:00:00 UTC,62890.991576597,72412290.908434
2021-10-26 09:00:00 UTC,62775.2203723925,28894100.8072399
2021-10-26 10:00:00 UTC,62844.6132447451,21678083.0634281
2021-10-26 11:00:00 UTC,62897.2701998178,31577399.4596395
2021-10-26 12:00:00 UTC,62600.8662487661,44273221.9930854
2021-10-26 13:00:00 UTC,62418.168597053,60457285.4197973
2021-10-26 14:00:00 UTC,62069.3426510346,93944874.7179437
2021-10-26 15:00:00 UTC,62339.2058486463,76718275.1096625
2021-10-26 16:00:00 UTC,62289.8442969762,69451487.4963406
2021-10-26 17:00:00 UTC,62319.3115585956,39501929.136216
2021-10-26 18:00:00 UTC,62466.2077834765,41589515.2215736
2021-10-26 19:00:00 UTC,62189.3889896489,62526588.9175034
2021-10-26 20:00:00 UTC,62121.9201053603,53796187.8968042
2021-10-26 21:00:00 UTC,61463.0113958263,162836385.158034
2021-10-26 22:00:00 UTC,60362.1531426133,242530600.979823
2021-10-26 23:00:00 UTC,60454.1743129805,69611230.0160545
2021-10-27 00:00:00 UTC,60594.2411924745,64604379.0077031
2021-10-27 01:00:00 UTC,60764.9379226595,48464177.9624034
2021-10-27 02:00:00 UTC,60574.1094568967,54903616.6947525
2021-10-27 03:00:00 UTC,60709.6984403149,34825057.7036001
2021-10-27 04:00:00 UTC,61112.0485058731,98590965.7491692
2021-10-27 05:00:00 UTC,61143.9922065188,43103701.4522044
2021-10-27 06:00:00 UTC,60858.4865658717,36265071.7151982
2021-10-27 07:00:00 UTC,60401.5929439372,90892377.7819293
2021-10-27 08:00:00 UTC,59021.0757009768,456967847.563916
2021-10-27 09:00:00 UTC,59037.0634022856,71657714.6338425
2021-10-27 10:00:00 UTC,58881.4067061766,88794947.5314243
2021-10-27 11:00:00 UTC,58976.8427026914,63010461.1128449
2021-10-27 12:00:00 UTC,58895.7598648306,92130237.1148178
2021-10-27 13:00:00 UTC,59186.5295376278,77350413.2603761
2021-10-27 14:00:00 UTC,59177.2578000191,86799599.1049466
2021-10-27 15:00:00 UTC,59160.5182785635,84467337.1291551
2021-10-27 16:00:00 UTC,58935.6250876674,85111203.827972
2021-10-27 17:00:00 UTC,59126.7396200428,61640911.8102863
2021-10-27 18:00:00 UTC,58996.3456134877,66138455.070683
2021-10-27 19:00:00 UTC,58664.7678410401,149037888.808798
2021-10-27 20:00:00 UTC,59115.1496001496,83627675.952318
2021-10-27 21:00:00 UTC,59006.1127789398,55295716.736918
2021-10-27 22:00:00 UTC,58804.8414452503,47698973.9685372
2021-10-27 23:00:00 UTC,58704.6972971947,53191434.8796022
2021-10-28 00:00:00 UTC,58671.1515510337,66174408.2659089
2021-10-28 01:00:00 UTC,58759.6786364514,54194169.6916737
2021-10-28 02:00:00 UTC,58914.516670093,39668129.9520294
2021-10-28 03:00:00 UTC,59044.6447939724,50594038.6643202
2021-10-28 04:00:00 UTC,59094.3596467963,49835278.6919693
2021-10-28 05:00:00 UTC,59104.3835972815,53964095.786521
2021-10-28 06:00:00 UTC,59108.2098372232,91306262.2847523
2021-10-28 07:00:00 UTC,59099.5011482717,28607162.1884465
2021-10-28 08:00:00 UTC,59918.7877803186,112675715.633734
2021-10-28 09:00:00 UTC,60833.7132167528,100605861.859142
2021-10-28 10:00:00 UTC,61130.0270285315,54669066.2085911
2021-10-28 11:00:00 UTC,61049.1398987761,57888038.1840024
2021-10-28 12:00:00 UTC,61194.098944238,87771196.072669
2021-10-28 13:00:00 UTC,61522.8475620935,114236931.545849
2021-10-28 14:00:00 UTC,61571.6665774421,71118209.8252444
2021-10-28 15:00:00 UTC,61440.6882290308,65339982.1418743
2021-10-28 16:00:00 UTC,61317.4933762924,59008865.4912391
2021-10-28 17:00:00 UTC,61161.1993862808,92390841.1565432
2021-10-28 18:00:00 UTC,59683.5306326594,447219124.247996
2021-10-28 19:00:00 UTC,60496.3919413893,143128704.17499
2021-10-28 20:00:00 UTC,61854.4842630476,211218624.641878
2021-10-28 21:00:00 UTC,60941.9750831836,98858196.2300925
2021-10-28 22:00:00 UTC,60741.4486264725,64276878.4879113
2021-10-28 23:00:00 UTC,60642.8721251394,80342933.5783202
2021-10-29 00:00:00 UTC,60757.1785886282,96283369.5436603
2021-10-29 01:00:00 UTC,61633.9531575624,109917872.662073
2021-10-29 02:00:00 UTC,61603.2848103122,53507228.9649449
2021-10-29 03:00:00 UTC,61713.210824116,38616392.9991183
2021-10-29 04:00:00 UTC,61602.6518990305,29543225.0317423
2021-10-29 05:00:00 UTC,61185.2887467021,50563414.9003886
2021-10-29 06:00:00 UTC,61255.3078336636,29320368.2793645
2021-10-29 07:00:00 UTC,60781.5774222497,89433782.0922505
2021-10-29 08:00:00 UTC,58476.9952244935,61112724.0108681
2021-10-29 09:00:00 UTC,61061.8216957395,43274295.950151
2021-10-29 10:00:00 UTC,60914.804467786,32291021.8236722
2021-10-29 11:00:00 UTC,60970.6692135293,37416984.0767365
2021-10-29 12:00:00 UTC,61148.3743265668,60433021.5855649
2021-10-29 13:00:00 UTC,61138.8531191709,54551082.9412068
2021-10-29 14:00:00 UTC,61222.77483778,288598630.777056
2021-10-29 15:00:00 UTC,62110.1987362711,163714390.827699
2021-10-29 16:00:00 UTC,62732.7472688769,137639176.967781
2021-10-29 17:00:00 UTC,62552.3873289169,84185266.8539379
2021-10-29 18:00:00 UTC,62292.6087986564,58666170.9961755
2021-10-29 19:00:00 UTC,62212.180502703,87876192.4639343
2021-10-29 20:00:00 UTC,62465.3934633946,47622586.4139475
2021-10-29 21:00:00 UTC,62406.2729044222,28414702.2107041
2021-10-29 22:00:00 UTC,62365.578951085,29396562.5663933
2021-10-29 23:00:00 UTC,62275.0117750828,23344251.9983682
2021-10-30 00:00:00 UTC,62111.7940247688,42116615.9197756
2021-10-30 01:00:00 UTC,62055.3323285861,27350461.7329191
2021-10-30 02:00:00 UTC,61979.3253104255,24627145.9298254
2021-10-30 03:00:00 UTC,61810.7670297887,29760344.3180542
2021-10-30 04:00:00 UTC,61728.0707007822,43383248.3008743
2021-10-30 05:00:00 UTC,61601.8609680961,32951055.5506242
2021-10-30 06:00:00 UTC,61681.4721145778,16526876.6489781
2021-10-30 07:00:00 UTC,61693.3214209847,15501217.6140651
2021-10-30 08:00:00 UTC,61450.1126461854,30445609.2156766
2021-10-30 09:00:00 UTC,61484.1972620024,15303912.7766732
2021-10-30 10:00:00 UTC,61635.241932038,24008553.1829151
2021-10-30 11:00:00 UTC,61777.6787428287,19593718.704551
2021-10-30 12:00:00 UTC,61595.4473686309,27777439.8900625
2021-10-30 13:00:00 UTC,61755.7838618476,54398384.9356168
2021-10-30 14:00:00 UTC,61198.0299181814,102133815.951589
2021-10-30 15:00:00 UTC,61385.3912380587,36042851.6045584
2021-10-30 16:00:00 UTC,61354.6434904978,34813721.3387919
2021-10-30 17:00:00 UTC,61393.6963562722,29034563.151233
2021-10-30 18:00:00 UTC,61522.7407822357,29127776.1701888
2021-10-30 19:00:00 UTC,61664.0167490888,21620975.2086376
2021-10-30 20:00:00 UTC,61840.4110450334,31581980.2575239
2021-10-30 21:00:00 UTC,61657.554573315,25932281.0665272
2021-10-30 22:00:00 UTC,61469.9461333534,37482963.198982
2021-10-30 23:00:00 UTC,61735.5959779792,34693273.6670197
2021-10-31 00:00:00 UTC,62263.9918288987,58036744.8957901
2021-10-31 01:00:00 UTC,62321.6915847145,40144085.9861012
2021-10-31 02:00:00 UTC,62093.2642262421,42321104.2831342
2021-10-31 03:00:00 UTC,61776.4212591346,31102552.7270743
2021-10-31 04:00:00 UTC,61640.4461433203,28576855.6477524
2021-10-31 05:00:00 UTC,61396.0178907544,34030334.6850153
2021-10-31 06:00:00 UTC,61297.195555396,25840124.2793158
2021-10-31 07:00:00 UTC,61372.6850917756,16676644.3001633
2021-10-31 08:00:00 UTC,61005.9133644498,61681001.5782987
2021-10-31 09:00:00 UTC,60737.7208408841,28541990.3011634
2021-10-31 10:00:00 UTC,60756.5112062877,50324708.8123051
2021-10-31 11:00:00 UTC,60638.8737148493,41826278.5193869
2021-10-31 12:00:00 UTC,60466.9408596328,53105850.7001722
2021-10-31 13:00:00 UTC,60392.0601533829,56938818.5831084
2021-10-31 14:00:00 UTC,60516.4274056889,59993052.569655
2021-10-31 15:00:00 UTC,60647.9268392099,28524594.153353
2021-10-31 16:00:00 UTC,60547.7487376844,35804020.9742202
2021-10-31 17:00:00 UTC,60800.5949950206,38158399.7375195
2021-10-31 18:00:00 UTC,60672.7553591278,33443736.1992587
2021-10-31 19:00:00 UTC,60822.6288230942,24113840.61015
2021-10-31 20:00:00 UTC,60919.1533285898,29604577.9379542
2021-10-31 21:00:00 UTC,61325.6311142929,51140382.6299473
2021-10-31 22:00:00 UTC,61495.2981377595,30458502.9214861
2021-10-31 23:00:00 UTC,61481.7231881824,26367094.3897069
2021-11-01 00:00:00 UTC,61535.0371829163,42663480.2639777
2021-11-01 01:00:00 UTC,61635.9741066904,32760198.2368318
2021-11-01 02:00:00 UTC,60599.7288748831,127477358.825887
2021-11-01 03:00:00 UTC,60280.7044214482,72616265.0429101
2021-11-01 04:00:00 UTC,60173.7939033935,81684223.7363767
2021-11-01 05:00:00 UTC,60752.7169449309,30744288.0256239
2021-11-01 06:00:00 UTC,60697.2337342229,24459315.4906306
2021-11-01 07:00:00 UTC,61878.0026881137,114153384.61967
2021-11-01 08:00:00 UTC,62094.2062695795,60896327.936511
2021-11-01 09:00:00 UTC,62106.2926504112,39197016.389081
2021-11-01 10:00:00 UTC,62104.2409327542,42286942.4109568
2021-11-01 11:00:00 UTC,62169.0568494146,106108333.199296
2021-11-01 12:00:00 UTC,61950.9762751785,68049596.4111254
2021-11-01 13:00:00 UTC,61919.9184035525,50901347.7467818
2021-11-01 14:00:00 UTC,61734.7852166986,65706172.8297334
2021-11-01 15:00:00 UTC,61544.9511130199,47956004.4336795
2021-11-01 16:00:00 UTC,61332.0630275124,69602758.0418757
2021-11-01 17:00:00 UTC,60929.3743255326,70443175.3095409
2021-11-01 18:00:00 UTC,60699.2380976818,50043242.8222953
2021-11-01 19:00:00 UTC,61000.7635130947,74545064.9435397
2021-11-01 20:00:00 UTC,60986.0989767093,54456474.552732
2021-11-01 21:00:00 UTC,60707.8063329672,40501711.0072361
2021-11-01 22:00:00 UTC,61057.7898796433,33304811.2590326
2021-11-01 23:00:00 UTC,61147.1243263631,22130847.176254
2021-11-02 00:00:00 UTC,61039.7610544285,56867290.1004636
2021-11-02 01:00:00 UTC,61253.5187199902,90126855.500663
2021-11-02 02:00:00 UTC,61190.8297323316,39313147.0584454
2021-11-02 03:00:00 UTC,61032.1440513205,31688143.6236463
2021-11-02 04:00:00 UTC,61401.8398055612,47794588.4790793
2021-11-02 05:00:00 UTC,61611.9802127397,50362968.7563745
2021-11-02 06:00:00 UTC,61742.5409986083,22532338.5995141
2021-11-02 07:00:00 UTC,61726.4994608969,23757717.3095204
2021-11-02 08:00:00 UTC,61614.8980381601,24670040.3985798
2021-11-02 09:00:00 UTC,62498.9440745208,139552493.257149
2021-11-02 10:00:00 UTC,63331.0242198985,137222914.4079
2021-11-02 11:00:00 UTC,63229.7986732467,93184445.5853041
2021-11-02 12:00:00 UTC,63170.4717493756,61364355.6270411
2021-11-02 13:00:00 UTC,63258.3138455044,67400726.2232359
2021-11-02 14:00:00 UTC,63483.5809148304,137073797.249257
2021-11-02 15:00:00 UTC,63814.1265560722,124845382.127287
2021-11-02 16:00:00 UTC,63896.9178631369,96126295.7084285
2021-11-02 17:00:00 UTC,63622.3344230831,52677332.1442863
2021-11-02 18:00:00 UTC,63394.9563239343,56535007.0395597
2021-11-02 19:00:00 UTC,63468.0057466224,74188355.7560456
2021-11-02 20:00:00 UTC,63272.5075245796,59581106.4058832
2021-11-02 21:00:00 UTC,63087.4341198448,63829129.614858
2021-11-02 22:00:00 UTC,63065.7271881425,64147689.2832409
2021-11-02 23:00:00 UTC,62951.3684252039,83310118.4895489
2021-11-03 00:00:00 UTC,63183.0967717005,67063189.9103456
2021-11-03 01:00:00 UTC,63289.2339609176,50028481.7274832
2021-11-03 02:00:00 UTC,63033.5128582619,39842595.8003045
2021-11-03 03:00:00 UTC,63126.6932777436,36813585.9435879
2021-11-03 04:00:00 UTC,62999.2887548674,33903558.2599404
2021-11-03 05:00:00 UTC,63039.6459980527,30100077.9581522
2021-11-03 06:00:00 UTC,63007.3669015026,27896618.5503829
2021-11-03 07:00:00 UTC,63132.4908994817,34769381.1885675
2021-11-03 08:00:00 UTC,63133.1447472974,28731013.5553865
2021-11-03 09:00:00 UTC,63171.3708109613,25856837.6896048
2021-11-03 10:00:00 UTC,63299.2267526417,37410821.5087481
2021-11-03 11:00:00 UTC,63118.9530952496,27443946.6561145
2021-11-03 12:00:00 UTC,62718.5678874692,95468961.9611974
2021-11-03 13:00:00 UTC,62210.6931732956,122251708.109288
2021-11-03 14:00:00 UTC,61946.8746080455,87642542.6328774
2021-11-03 15:00:00 UTC,62034.691980726,63312166.7465152
2021-11-03 16:00:00 UTC,62333.8881875246,52644745.3151996
2021-11-03 17:00:00 UTC,62465.225625096,51726782.1442454
2021-11-03 18:00:00 UTC,62139.7459990141,304713791.766309
2021-11-03 19:00:00 UTC,63125.603414238,86332032.6220033
2021-11-03 20:00:00 UTC,62880.7325769073,63170471.3277724
2021-11-03 21:00:00 UTC,63016.2954038095,46031863.4576835
2021-11-03 22:00:00 UTC,62979.6917946946,46751270.5094241
2021-11-03 23:00:00 UTC,62953.8926493125,33517985.2170851
2021-11-04 00:00:00 UTC,62972.71926558,45626913.2846871
2021-11-04 01:00:00 UTC,62582.0728057161,49723412.6984334
2021-11-04 02:00:00 UTC,62455.6483597233,28414096.2151274
2021-11-04 03:00:00 UTC,62474.9679036936,22162804.96288
2021-11-04 04:00:00 UTC,62692.1637281847,23307364.1110176
2021-11-04 05:00:00 UTC,62588.6252286437,16639162.4464082
2021-11-04 06:00:00 UTC,62528.0581196456,19831036.3952689
2021-11-04 07:00:00 UTC,62301.1756622618,48253375.7994268
2021-11-04 08:00:00 UTC,61952.4218488212,58813812.3604653
2021-11-04 09:00:00 UTC,61650.4217118402,40340650.0771031
2021-11-04 10:00:00 UTC,61879.1953729502,47951411.9770227
2021-11-04 11:00:00 UTC,61671.942817229,45902756.1475055
2021-11-04 12:00:00 UTC,61703.2160455846,42900859.2658202
2021-11-04 13:00:00 UTC,61959.2946478224,60339370.4546551
2021-11-04 14:00:00 UTC,62191.3087771816,69414109.9249429
2021-11-04 15:00:00 UTC,61277.0088695259,149179132.025541
2021-11-04 16:00:00 UTC,61195.376443549,74356608.3820674
2021-11-04 17:00:00 UTC,61125.5126002425,63598879.2624447
2021-11-04 18:00:00 UTC,61169.5381363036,68760666.9345349
2021-11-04 19:00:00 UTC,61152.6873530828,51421197.3085486
2021-11-04 20:00:00 UTC,61388.4327499882,33682504.0106912
2021-11-04 21:00:00 UTC,61437.4596216408,28131572.1786655
2021-11-04 22:00:00 UTC,61323.2467846336,27357487.4669587
2021-11-04 23:00:00 UTC,61425.5839889325,27324531.9148584
2021-11-05 00:00:00 UTC,61284.8149778456,34409379.2426246
2021-11-05 01:00:00 UTC,61418.0923751033,41767864.7274428
2021-11-05 02:00:00 UTC,61921.0855756885,36744145.7338305
2021-11-05 03:00:00 UTC,62191.52962493,44712628.4700585
2021-11-05 04:00:00 UTC,62308.2365263131,38514040.3445202
2021-11-05 05:00:00 UTC,62172.7663766439,15972133.2970908
2021-11-05 06:00:00 UTC,62475.4953937743,33892867.8754272
2021-11-05 07:00:00 UTC,62393.8900945162,15161079.9738307
2021-11-05 08:00:00 UTC,62177.129643213,23063630.9131094
2021-11-05 09:00:00 UTC,61983.086595167,36804539.7022454
