,Date,Close,Volume, RSI,RSI Condition,MACD Condition,EMA Condition,Close-EMA200 Price Diff,BB Condition, ATR,Trend,Forecasted,Slope,Acceleration,Price Relative Close-EMA200 Price Diff,Price Relative ATR,future_price1,future_price3,future_price5,future_price10,future_price15,future_price30,future_price1 P/L,future_price1 % P/L,future_price3 P/L,future_price3 % P/L,future_price5 P/L,future_price5 % P/L,future_price10 P/L,future_price10 % P/L,future_price15 P/L,future_price15 % P/L,future_price30 P/L,future_price30 % P/L
199,2017-05-29,194.908997,718828032.0,76.35531295503144,-1.0,0,1,159.3040183,0,22.145800432729867,1,205.08430527472518,7.397186474725268,0.8025848965149128,0.8173251145507665,11.362123233710893,231.910995,222.238998,224.376007,261.665985,397.536987,327.927002,37.001998000000015,0.18984243195300018,27.33000100000001,0.14021928910752135,29.467009999999988,0.1511834263864176,66.75698799999998,0.3425033683796545,202.62799,1.0396030615251692,133.01800500000002,0.6824621082011931
200,2017-05-30,231.910995,1586669952.0,81.78868229358466,-1.0,0,1,194.35272260547265,-1,23.73660097324916,1,218.02130364835176,7.765233962637375,0.7251519550923802,0.8380487635158163,10.235220185765302,230.669006,223.774994,245.332001,281.737,359.053009,302.882996,-1.241989000000018,-0.005355455440998034,-8.136001000000022,-0.03508242892925375,13.421005999999977,0.0578713656935497,49.82600500000001,0.2148496883470316,127.14201399999996,0.5482362489971636,70.97200099999998,0.30603120391079336
201,2017-05-31,230.669006,1271600000.0,81.11490929636767,-1.0,0,1,191.18923376860224,0,23.569486832302793,1,225.98080313186819,7.485466189010994,0.5914483997874659,0.8288466538439162,10.217881995079475,222.238998,224.376007,248.464005,337.667999,361.933014,294.915985,-8.430007999999987,-0.03654590682200272,-6.292999000000009,-0.027281510893578866,17.79499899999999,0.0771451670451122,106.99899300000001,0.4638637624336926,131.26400800000002,0.5690578473295195,64.24697899999998,0.2785245409173003
202,2017-06-01,222.238998,812924032.0,76.5078749443678,-1.0,0,1,180.9407260097107,0,23.438880415709736,1,228.1285274615385,6.578184718681323,0.40686739084168627,0.8141718044000121,10.546700006139217,223.774994,245.332001,264.466003,340.609009,370.22699,274.601013,1.535995999999983,0.006911460246954421,23.09300299999998,0.10391066917967287,42.22700499999999,0.19000717866807512,118.370011,0.5326248411181191,147.987992,0.6658956948680986,52.362015000000014,0.23561128096878844
203,2017-06-02,223.774994,469532000.0,76.76680147274867,-1.0,0,1,180.66103323349466,0,22.466602886016183,1,232.31876663736253,6.239283265934055,0.22091994235961807,0.8073334290134968,10.039818339137653,224.376007,248.464005,258.071014,401.48999,379.414001,287.987,0.6010129999999947,0.002685791603685596,24.689010999999994,0.11032962422959552,34.29602,0.15326118163140248,177.71499599999999,0.7941682527762686,155.639007,0.6955156347808906,64.21200600000003,0.28694897875854725
204,2017-06-03,224.376007,427896000.0,76.87420766749872,-1.0,0,1,179.45844378341013,0,21.329988465586457,1,233.04512131868117,5.404178147252733,0.02178597598840597,0.7998112016647579,9.506358879800574,245.332001,264.466003,261.665985,397.536987,371.458008,282.89801,20.955994000000004,0.09339676857695398,40.08999600000001,0.17867327499058316,37.28997799999999,0.16619414213927067,173.16098000000002,0.7717446366714247,147.08200100000002,0.6555157254402875,58.52200300000001,0.2608211269220065
205,2017-06-04,245.332001,753820032.0,80.29485999224674,-1.0,0,1,198.42026427312743,0,21.694203646615993,1,242.05660464835162,5.773375876923073,-0.12664407778287584,0.8087826433744673,8.842794074229229,248.464005,258.071014,281.737,359.053009,370.056,273.303009,3.132003999999995,0.01276638998269123,12.739013,0.05192560672099194,36.40499900000003,0.148390747442687,113.72100799999998,0.46353923473684944,124.72399899999999,0.5083886263985594,27.971007999999983,0.11401288004005634
206,2017-06-05,248.464005,435660000.0,80.75307817811688,-1.0,0,1,199.54677306642964,0,20.603188957571994,1,251.9519471538461,6.386059610989009,-0.20838032155053718,0.8031214544192413,8.292222834278148,264.466003,261.665985,337.667999,361.933014,359.005005,268.773987,16.001998000000015,0.06440368696463705,13.201979999999992,0.053134376546816076,89.20399400000002,0.35902179875109086,113.46900900000003,0.45668188033916635,110.541,0.4448974409794288,20.30998199999999,0.08174215013559002
207,2017-06-06,264.466003,741553024.0,82.93632106879596,-1.0,0,1,213.4040071752214,0,20.608318532031138,1,265.32529892307673,7.38332549450547,-0.21237206834440334,0.8069241594550866,7.792426360385965,258.071014,281.737,340.609009,370.22699,336.872009,270.549011,-6.39498900000001,-0.024180760201529608,17.270997000000023,0.06530516892184446,76.14300600000001,0.28791226522979596,105.760987,0.39990390371650153,72.40600599999999,0.2737819045875624,6.083008000000007,0.02300109628835736
208,2017-06-07,258.071014,461648992.0,79.07589566012739,-1.0,0,1,204.9492269495973,0,19.895868494028914,1,275.5743914505496,8.102013936263754,-0.15115109664533394,0.7941582581203688,7.709454923143332,261.665985,337.667999,401.48999,379.414001,336.371002,245.990997,3.594970999999987,0.013930161873971584,79.59698500000002,0.3084305508250532,143.418976,0.5557345390211084,121.342987,0.47019223553715334,78.29998799999998,0.30340481399433716,-12.080016999999998,-0.04680888726232539
209,2017-06-08,261.665985,385494016.0,79.64936298752528,-1.0,0,1,206.46913130333263,0,19.065949887312563,1,281.86517763736265,8.110118894505492,-0.07090490710783788,0.7890560605473144,7.28636925709414,281.737,340.609009,397.536987,371.458008,341.739014,251.697006,20.071015000000045,0.07670471574668006,78.94302400000004,0.30169387129167763,135.87100200000003,0.5192535896478866,109.79202300000003,0.4195884421125659,80.07302900000002,0.30601237298764694,-9.96897899999999,-0.038098108166409135
210,2017-06-09,281.737,557985984.0,82.52843335271608,-1.0,0,1,224.2860154943443,0,19.210882109647383,1,288.54605665934065,7.8453408593406575,-0.003979421586764446,0.7960829266100806,6.81872885338006,337.667999,401.48999,359.053009,370.056,323.696014,242.136993,55.930998999999986,0.1985220223115884,119.75298999999995,0.42505240703209,77.31600899999995,0.2744261811547647,88.31899999999996,0.31348030255167036,41.95901399999997,0.14892972524020617,-39.60000700000003,-0.14055664325239506
211,2017-06-10,337.667999,1611629952.0,87.73549079871906,-1.0,0,1,277.42878549440053,-1,22.733246673243997,1,306.7421434835164,8.558057169230754,0.06692238123898016,0.8216022433751577,6.732425560185819,340.609009,397.536987,361.933014,359.005005,303.247986,215.356995,2.9410100000000057,0.008709768200450661,59.868988,0.17730133793341785,24.265015000000005,0.07186057035863799,21.337005999999974,0.06318930447418553,-34.42001299999998,-0.10193448328516314,-122.311004,-0.3622226694925864
212,2017-06-11,340.609009,1373219968.0,87.93904073858474,-1.0,0,1,277.58004628550106,-1,23.598014482297998,1,322.0897066483516,8.984417905494498,0.13006869068952912,0.8149521561407116,6.928182713540028,401.48999,359.053009,370.22699,336.872009,272.691986,197.404007,60.88098099999996,0.17874154643983584,18.44399999999996,0.0541500650677151,29.617980999999986,0.08695595306464717,-3.737000000000023,-0.010971524244093095,-67.91702300000003,-0.19939878630749908,-143.205002,-0.42043809240524227
213,2017-06-12,401.48999,2882650112.0,91.19631935962083,-1.0,0,1,335.0932558697249,-1,27.208656519276712,1,353.5139665714287,11.206881200000016,0.24572312521675976,0.834624185449119,6.776920271231847,397.536987,361.933014,379.414001,336.371002,293.088013,230.774002,-3.953002999999967,-0.009845832021864275,-39.55697599999996,-0.09852543521695264,-22.075988999999993,-0.05498515417532575,-65.118988,-0.16219330399744214,-108.40197699999999,-0.2699992022217042,-170.71598799999998,-0.425206087952529
